"image","xmin","ymin","xmax","ymax","label"
"Drone_006.mp4#t=2.833333",1975.7825679475163,921.6,2040.562324273666,1029.6000000000004,"basketball"
"Drone_006.mp4#t=2.833333",1975.7825679475163,921.6,2040.562324273666,1029.6000000000004,"walk"
"Drone_006.mp4#t=2.833333",1849.8219306466729,1119.6000000000001,1925.398313027179,1242.0000000000005,"basketball"
"Drone_006.mp4#t=2.833333",1849.8219306466729,1119.6000000000001,1925.398313027179,1242.0000000000005,"walk"
"Drone_006.mp4#t=2.833333",2026.1668228678539,1046.590654205608,2077.9691985483973,1152,"basketball"
"Drone_006.mp4#t=2.833333",2026.1668228678539,1046.590654205608,2077.9691985483973,1152,"walk"
"Drone_006.mp4#t=2.833333",2067.2154971521677,1053.9690049216024,2123.3364573570757,1169.1690049216024,"basketball"
"Drone_006.mp4#t=2.833333",2067.2154971521677,1053.9690049216024,2123.3364573570757,1169.1690049216024,"walk"
"Drone_006.mp4#t=2.833333",590.215557638238,1342.8,687.3851921274602,1476,"walk"
"Drone_006.mp4#t=2.833333",417.46954076850983,485.192523364486,473.6428797699494,604.8,"walk"
"Drone_006.mp4#t=2.833333",550.6279287722587,1270.8,647.797563261481,1390.680010986329,"basketball"
"Drone_006.mp4#t=2.833333",550.6279287722587,1270.8,647.797563261481,1390.680010986329,"walk"
"Drone_006.mp4#t=2.833333",604.6110590440487,982.8000000000001,690.984067478913,1099.79994506836,"stand"
"Drone_006.mp4#t=2.833333",662.1930646672921,999.7199890136723,726.9728209934395,1106.2800109863285,"stand"
"Drone_006.mp4#t=2.833333",298.7066541705717,1299.6000000000001,401.63451118791016,1418.3999999999999,"stand"
"Drone_006.mp4#t=2.833333",251.20156542877237,258.1199890136721,309.5032802249298,321.47995605468776,"sit"
"Drone_006.mp4#t=2.833333",175.6251281337864,404.2800109863283,219.53139643861294,482.40000000000003,"sit"
"Drone_006.mp4#t=2.833333",232.4873696696346,558.3599670410157,291.50890346766636,630,"walk"
"Drone_006.mp4#t=2.833333",399.4751640112465,132.83997802734382,446.74270463860074,237.6,"stand"
"Drone_006.mp4#t=2.833333",1181.630132663005,34.8211669921875,1227.2164948453608,126,"walk"
"Drone_006.mp4#t=2.833333",3323.516719570928,672.1822635258469,3371.937116900175,798.6869569582359,"walk"
"Drone_006.mp4#t=2.833333",3154.045534150613,419.1729279990508,3191.70602561296,524.1448803482768,"walk"
"Drone_006.mp4#t=2.833333",3094.865230954466,413.7897298937646,3145.9753995183887,510.6869364230432,"walk"
"Drone_006.mp4#t=2.833333",3094.865230954466,413.7897298937646,3145.9753995183887,510.6869364230432,"block50"
"Drone_006.mp4#t=2.833333",2691.2389438847235,113.4,2731.546391752577,231.4799560546875,"stand"
"Drone_006.mp4#t=2.833333",2691.2389438847235,113.4,2731.546391752577,231.4799560546875,"riding"
"Drone_006.mp4#t=2.833333",554.9466231255858,0,603.891349871134,38.519989013671875,"walk"
"Drone_006.mp4#t=2.833333",554.9466231255858,0,603.891349871134,38.519989013671875,"block25"
"Drone_006.mp4#t=2.833333",0,358.2,36.70851760192127,444.6,"stand"
"Drone_006.mp4#t=2.833333",0,358.2,36.70851760192127,444.6,"block50"
"Drone_006.mp4#t=2.833333",0,424.4399780273438,36.70851760192127,502.1999450683594,"sit"
"Drone_006.mp4#t=2.833333",0,424.4399780273438,36.70851760192127,502.1999450683594,"block25"
"Drone_006.mp4#t=2.833333",30.95034998828491,392.7599670410156,91.41146687558575,487.79994506835936,"walk"
"Drone_006.mp4#t=2.833333",56.86224153584817,378.35996704101564,105.80696828139644,499.3199890136719,"walk"
"Drone_006.mp4#t=2.833333",1689.3121778350514,0,1735.3777384020618,50.03997802734375,"block50"
"Drone_006.mp4#t=2.833333",1689.3121778350514,0,1735.3777384020618,50.03997802734375,"basketball"
"Drone_006.mp4#t=2.833333",1689.3121778350514,0,1735.3777384020618,50.03997802734375,"walk"
"Drone_006.mp4#t=2.833333",1680.6747891283974,9.719989013671876,1715.2241242970947,87.4799560546875,"basketball"
"Drone_006.mp4#t=2.833333",1680.6747891283974,9.719989013671876,1715.2241242970947,87.4799560546875,"walk"
"Drone_006.mp4#t=2.833333",1640.3673412605435,0,1674.9166764292409,27,"block50"
"Drone_006.mp4#t=2.833333",1640.3673412605435,0,1674.9166764292409,27,"basketball"
"Drone_006.mp4#t=2.833333",1640.3673412605435,0,1674.9166764292409,27,"stand"
"Drone_006.mp4#t=2.833333",1625.971839854733,0,1666.2792877225868,52.919989013671874,"basketball"
"Drone_006.mp4#t=2.833333",1625.971839854733,0,1666.2792877225868,52.919989013671874,"walk"
"Drone_006.mp4#t=2.833333",1597.1808370431115,0,1646.1256736176194,55.800000000000004,"basketball"
"Drone_006.mp4#t=2.833333",1597.1808370431115,0,1646.1256736176194,55.800000000000004,"walk"
"Drone_006.mp4#t=2.833333",1352.4573131443299,0,1401.4021497188378,35.63997802734375,"block50"
"Drone_006.mp4#t=2.833333",1352.4573131443299,0,1401.4021497188378,35.63997802734375,"sit"
"Drone_006.mp4#t=2.833333",1335.182755388941,9.719989013671876,1395.6438173617619,57.6,"sit"
"Drone_006.mp4#t=2.833333",1395.6438173617619,162.35996704101564,1450.3467666354263,208.43997802734376,"sit"
"Drone_006.mp4#t=2.833333",1401.4021497188378,173.8799560546875,1435.9512652296157,234.35996704101564,"stand"
"Drone_006.mp4#t=2.833333",1372.6111469072164,116.2799560546875,1418.6767074742268,182.51998901367188,"stand"
"Drone_006.mp4#t=2.833333",1340.9410877460168,110.51998901367188,1387.0066483130272,208.43997802734376,"stand"
"Drone_006.mp4#t=2.833333",1317.908197633552,136.43997802734376,1378.369259606373,191.15996704101565,"sit"
"Drone_006.mp4#t=2.833333",68.37863167760075,194.4,120.20246968720713,303.4799560546876,"walk"
"Drone_006.mp4#t=2.833333",68.37863167760075,194.4,120.20246968720713,303.4799560546876,"block25"
"Drone_006.mp4#t=1.833333",1846.223055295221,1123.559967041016,1939.7938144329903,1224,"basketball"
"Drone_006.mp4#t=1.833333",1846.223055295221,1123.559967041016,1939.7938144329903,1224,"walk"
"Drone_006.mp4#t=1.833333",1959.2492366085874,1020.0886310898261,2017.5131348511384,1135.2886310898261,"basketball"
"Drone_006.mp4#t=1.833333",1959.2492366085874,1020.0886310898261,2017.5131348511384,1135.2886310898261,"walk"
"Drone_006.mp4#t=1.833333",548.091068301226,1450.8000000000002,637.0009372071229,1571.4000549316406,"walk"
"Drone_006.mp4#t=1.833333",202.97660277061854,615.7009345794393,277.8331661492502,726.8400329589842,"walk"
"Drone_006.mp4#t=1.833333",431.86504217432054,1411.2,511.0402999062794,1513.0800109863285,"basketball"
"Drone_006.mp4#t=1.833333",431.86504217432054,1411.2,511.0402999062794,1513.0800109863285,"walk"
"Drone_006.mp4#t=1.833333",476.4910745665417,1109.8800109863282,542.7104688964387,1207.7999450683594,"stand"
"Drone_006.mp4#t=1.833333",541.2708308926899,1104.119989013672,604.6110590440488,1210.6800109863282,"stand"
"Drone_006.mp4#t=1.833333",210.1743534735239,1465.5599670410159,293.6682506443299,1563.4800109863284,"stand"
"Drone_006.mp4#t=1.833333",108.6860246309747,251.63997802734374,157.6308062910028,352.4399780273437,"stand"
"Drone_006.mp4#t=1.833333",2002.789889980748,1016.0747663551401,2051.1383537653246,1136.7688950583206,"basketball"
"Drone_006.mp4#t=1.833333",2002.789889980748,1016.0747663551401,2051.1383537653246,1136.7688950583206,"walk"
"Drone_006.mp4#t=1.833333",1899.8248686514892,914.4,1939.7938144329896,1020.1895656692653,"basketball"
"Drone_006.mp4#t=1.833333",1899.8248686514892,914.4,1939.7938144329896,1020.1895656692653,"walk"
"Drone_006.mp4#t=1.833333",887.0089051121817,113.55693537944383,950.1469720859591,191.90450922429585,"walk"
"Drone_006.mp4#t=1.833333",1499.68476357268,37.64018691588785,1563.5726795096327,117.75700934579439,"basketball"
"Drone_006.mp4#t=1.833333",1499.68476357268,37.64018691588785,1563.5726795096327,117.75700934579439,"walk"
"Drone_006.mp4#t=1.833333",1301.2959719789844,47.73364485981308,1375.2714535901928,120.4065625912675,"basketball"
"Drone_006.mp4#t=1.833333",1301.2959719789844,47.73364485981308,1375.2714535901928,120.4065625912675,"walk"
"Drone_006.mp4#t=1.833333",1345.0087565674257,14.088785046728972,1408.8966725043786,86.76170277818339,"basketball"
"Drone_006.mp4#t=1.833333",1345.0087565674257,14.088785046728972,1408.8966725043786,86.76170277818339,"walk"
"Drone_006.mp4#t=1.833333",1435.796847635727,20.817757009345787,1492.959719789843,100.93457943925232,"basketball"
"Drone_006.mp4#t=1.833333",1435.796847635727,20.817757009345787,1492.959719789843,100.93457943925232,"walk"
"Drone_006.mp4#t=1.833333",1072.464854732896,65.90189996166764,1133.84242283275,122.4,"sit"
"Drone_006.mp4#t=1.833333",1072.464854732896,65.90189996166764,1133.84242283275,122.4,"block50"
"Drone_006.mp4#t=1.833333",470.7530647985989,12.742985520407418,527.2434428360333,82.72430419921875,"walk"
"Drone_006.mp4#t=1.833333",324.8196352342382,86.08879018052716,365.16989793126095,129.1542210088712,"walk"
"Drone_006.mp4#t=1.833333",3092.1750492556916,639.8832032390844,3145.9753995183887,763.6962462808484,"walk"
